arr_size,avg_partition_size
75000,36035.601562
75100,36137.300781
75200,36604.300781
75300,36605.199219
75400,36559.898438
75500,36357.699219
75600,36701.000000
75700,37031.699219
75800,36623.500000
75900,36873.601562
76000,37277.898438
76100,37285.500000
76200,36908.601562
76300,37149.699219
76400,37072.601562
76500,37033.699219
76600,37793.398438
76700,37666.101562
76800,37652.398438
76900,37557.898438
77000,37773.199219
77100,37400.500000
77200,37730.300781
77300,37970.000000
77400,37518.000000
77500,37935.699219
77600,37788.898438
77700,38089.398438
77800,37825.199219
77900,37845.898438
78000,37761.101562
78100,38382.500000
78200,38389.800781
78300,38199.101562
78400,38539.398438
78500,38211.500000
78600,38519.699219
78700,38580.898438
78800,34997.199219
78900,35068.199219
79000,32925.800781
79100,26144.099609
79200,37333.199219
79300,36042.101562
79400,37353.300781
79500,27840.900391
79600,33791.601562
79700,37822.101562
79800,22717.000000
79900,33704.199219
80000,37245.500000
80100,36774.300781
80200,36807.500000
80300,36649.800781
80400,38630.000000
80500,37004.398438
80600,38449.699219
80700,38542.601562
80800,38501.300781
80900,38063.601562
81000,36763.500000
81100,37271.398438
81200,18806.199219
81300,33858.699219
81400,37207.500000
81500,36893.398438
81600,37443.199219
81700,32608.300781
81800,30887.699219
81900,31465.199219
82000,21549.699219
82100,36550.000000
82200,35874.101562
82300,37413.898438
82400,38668.101562
82500,38607.601562
82600,39259.398438
82700,37337.699219
82800,38823.898438
82900,38702.898438
83000,39280.000000
83100,38949.199219
83200,39118.898438
83300,39688.898438
83400,40238.300781
83500,39815.500000
83600,40660.300781
83700,40396.500000
83800,40145.300781
83900,39536.699219
84000,40652.898438
84100,39721.398438
84200,40159.199219
84300,40532.300781
84400,40160.800781
84500,41085.300781
84600,40302.398438
84700,40637.800781
84800,41284.699219
84900,40336.398438
85000,40831.500000
85100,41498.898438
85200,41504.398438
85300,35549.398438
85400,36542.699219
85500,38666.300781
85600,40045.199219
85700,38837.101562
85800,40620.699219
85900,39903.898438
86000,40873.000000
86100,35961.500000
86200,37670.898438
86300,32801.398438
86400,35422.398438
86500,38995.000000
86600,40690.898438
86700,40181.800781
86800,41515.699219
86900,40872.500000
87000,40180.000000
87100,40766.601562
87200,41088.800781
87300,41909.300781
87400,41482.601562
87500,35729.898438
87600,29278.500000
87700,38913.500000
87800,38289.500000
87900,36662.398438
88000,40861.101562
88100,40450.000000
88200,41791.199219
88300,31309.500000
88400,37712.398438
88500,35455.101562
88600,35357.601562
88700,40295.000000
88800,41219.101562
88900,40147.601562
89000,42219.800781
89100,41713.398438
89200,41872.000000
89300,41259.699219
89400,41788.101562
89500,42243.800781
89600,42423.800781
89700,42156.000000
89800,42791.699219
89900,42736.199219
90000,42870.601562
90100,43337.000000
90200,42115.101562
90300,43099.199219
90400,42418.398438
90500,43205.800781
90600,43353.800781
90700,43622.699219
90800,43053.601562
90900,43368.300781
91000,43128.699219
91100,43921.699219
91200,43624.601562
91300,43722.000000
91400,43169.101562
91500,43220.800781
91600,44626.398438
91700,43584.601562
91800,44289.500000
91900,44673.000000
92000,44592.398438
92100,44547.898438
92200,44850.101562
92300,44263.101562
92400,45047.898438
92500,44929.000000
92600,44783.699219
92700,44842.101562
92800,44791.300781
92900,44766.601562
93000,45068.000000
93100,44894.398438
93200,45667.898438
93300,45171.800781
93400,45359.199219
93500,45798.699219
93600,45287.000000
93700,45305.800781
93800,45529.601562
93900,46059.699219
94000,45673.300781
94100,45287.699219
94200,45900.500000
94300,46001.300781
94400,45693.300781
94500,45427.699219
94600,45844.101562
94700,45491.300781
94800,46057.101562
94900,45781.000000
95000,46025.300781
95100,45823.898438
95200,46123.699219
95300,46152.101562
95400,45960.699219
95500,46465.101562
95600,46504.101562
95700,46470.199219
95800,45908.101562
95900,46523.800781
96000,46617.601562
96100,46789.300781
96200,47027.000000
96300,46639.199219
96400,46562.199219
96500,46885.101562
96600,46964.300781
96700,46993.300781
96800,46860.000000
96900,47128.101562
97000,46486.601562
97100,47245.699219
97200,47286.199219
97300,47018.601562
97400,46956.300781
97500,46856.898438
97600,47509.898438
97700,47749.898438
97800,47573.101562
97900,47378.699219
98000,47609.800781
98100,48072.500000
98200,47959.699219
98300,48073.699219
98400,47894.101562
98500,47918.300781
98600,48120.500000
98700,48449.500000
98800,48193.199219
98900,48322.398438
99000,48426.898438
99100,48594.300781
99200,48499.101562
99300,48610.000000
99400,48791.800781
99500,48946.500000
99600,48784.000000
99700,48665.101562
99800,48820.300781
99900,48764.601562
100000,48791.101562
